Order_ID,Order_Date,Customer_ID,Customer_Name,Region,City,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Percent,Sales_Rep
ORD-0205,06-11-2023,CUST-4723,Kunal Dixit,South,Chennai,Wearables,Fitbit Versa 4,1,19800,0,Kavya Iyer
ORD-0206,06-12-2023,CUST-3234,Nikhil Jain,Central,Nagpur,Accessories,Webcam,2,2700,20,Rohan Mehta
ORD-0207,06-12-2023,CUST-6348,Shreya Pandey,North,Jaipur,Tablets,Amazon Fire HD,1,35000,5,Priya Patel
ORD-0208,06-12-2023,CUST-3523,Aditya Rao,West,Mumbai,Accessories,Wireless Mouse,2,1800,10,Anjali Gupta
ORD-0209,07-01-2023,CUST-6348,Shreya Pandey,North,Jaipur,Smartphones,iPhone 14,1,27200,10,Priya Patel
ORD-0210,07-01-2023,CUST-6348,Shreya Pandey,East,Bhubaneswar,Wearables,Mi Band 7,1,29800,5,Sneha Reddy
ORD-0211,07-01-2023,CUST-7626,Akash Pillai,North,Lucknow,Wearables,Samsung Galaxy Watch,2,30900,0,Rohan Mehta
ORD-0212,07-02-2023,CUST-3979,Pooja Desai,West,Surat,Laptops,ASUS VivoBook,1,53400,0,Kavya Iyer
ORD-0213,07-02-2023,CUST-3585,Rahul Kapoor,North,Jaipur,Tablets,iPad Air,1,34400,25,Vikram Singh
ORD-0214,07-02-2023,CUST-3523,Aditya Rao,West,Ahmedabad,Wearables,Samsung Galaxy Watch,1,27300,10,Kavya Iyer
ORD-0215,07-03-2023,CUST-4559,Aarti Shetty,East,Kolkata,Tablets,iPad Air,2,31600,0,Anjali Gupta
ORD-0216,07-03-2023,CUST-0051,Sneha Sharma,North,Lucknow,Laptops,Dell Inspiron,1,60100,15,Amit Kumar
ORD-0217,07-03-2023,CUST-8941,Harsh Sinha,East,Patna,Wearables,Apple Watch Series 8,1,21200,10,Priya Patel
ORD-0218,07-04-2023,CUST-9670,Priya Singh,East,Kolkata,Smartphones,Samsung Galaxy S23,1,15000,20,Amit Kumar
ORD-0219,07-04-2023,CUST-0208,Arjun Nair,South,Kochi,Laptops,HP Pavilion,1,57000,5,Sneha Reddy
ORD-0220,07-05-2023,CUST-6348,Shreya Pandey,Central,Bhopal,Wearables,Mi Band 7,1,19800,20,Priya Patel
ORD-0221,07-05-2023,CUST-1655,Divya Shah,East,Ranchi,Wearables,Fitbit Versa 4,1,24500,25,Rahul Sharma
ORD-0222,07-06-2023,CUST-7145,Kavya Iyer,South,Chennai,Smartphones,Samsung Galaxy S23,1,21100,10,Priya Patel
ORD-0223,07-06-2023,CUST-1930,Ritika Menon,East,Kolkata,Tablets,Amazon Fire HD,1,44500,0,Sneha Reddy
ORD-0224,07-06-2023,CUST-7644,Siddharth Tiwari,West,Mumbai,Smartphones,Xiaomi 13,1,43100,10,Vikram Singh
ORD-0225,07-07-2023,CUST-2605,Tanvi Kulkarni,South,Bangalore,Wearables,Fitbit Versa 4,1,25600,0,Sneha Reddy
ORD-0226,07-07-2023,CUST-3234,Nikhil Jain,Central,Indore,Accessories,Wireless Mouse,3,1800,0,Rohan Mehta
ORD-0227,07-08-2023,CUST-5788,Neha Agarwal,Central,Nagpur,Laptops,ASUS VivoBook,1,48500,0,Amit Kumar
ORD-0228,07-08-2023,CUST-0051,Sneha Sharma,East,Patna,Smartphones,Samsung Galaxy S23,1,26800,5,Rohan Mehta
ORD-0229,07-08-2023,CUST-3234,Nikhil Jain,East,Ranchi,Tablets,iPad Air,1,36800,5,Anjali Gupta
ORD-0230,07-08-2023,CUST-4813,Swati Nambiar,Central,Nagpur,Tablets,Lenovo Tab P11,1,38300,0,Kavya Iyer
ORD-0231,07-09-2023,CUST-9848,Karan Verma,West,Mumbai,Wearables,Fitbit Versa 4,1,13500,15,Sneha Reddy
ORD-0232,07-11-2023,CUST-3178,Ananya Bose,Central,Indore,Tablets,Lenovo Tab P11,1,39200,0,Vikram Singh
ORD-0233,07-11-2023,CUST-3979,Pooja Desai,West,Pune,Laptops,Dell Inspiron,1,53500,10,Sneha Reddy
ORD-0234,07-11-2023,CUST-9646,Amit Patel,North,Jaipur,Accessories,Webcam,3,2100,25,Priya Patel
ORD-0235,07-11-2023,CUST-7644,Siddharth Tiwari,Central,Indore,Wearables,Mi Band 7,1,24900,15,Vikram Singh
ORD-0236,07-11-2023,CUST-3585,Rahul Kapoor,West,Ahmedabad,Smartphones,Realme GT,1,23500,10,Sneha Reddy
ORD-0237,07-11-2023,CUST-7862,Meera Chawla,North,Delhi,Smartphones,Xiaomi 13,1,54300,0,Rahul Sharma
ORD-0238,07-12-2023,CUST-7107,Yash Dhawan,East,Patna,Smartphones,OnePlus Nord,1,58200,15,Amit Kumar
ORD-0239,07-12-2023,CUST-2454,Ishita Bansal,East,Patna,Laptops,Lenovo ThinkPad,1,57200,20,Rohan Mehta
ORD-0240,08-01-2023,CUST-4813,Swati Nambiar,East,Patna,Wearables,Fitbit Versa 4,1,31500,0,Rohan Mehta
ORD-0241,08-01-2023,CUST-9670,Priya Singh,East,Kolkata,Tablets,Amazon Fire HD,1,37200,15,Anjali Gupta
ORD-0242,08-01-2023,CUST-3585,Rahul Kapoor,Central,Raipur,Accessories,Laptop Bag,1,1400,0,Sneha Reddy
ORD-0243,08-03-2023,CUST-1655,Divya Shah,East,Bhubaneswar,Tablets,iPad Air,1,23600,0,Amit Kumar
ORD-0244,08-04-2023,CUST-9848,Karan Verma,East,Patna,Wearables,Apple Watch Series 8,1,33900,5,Anjali Gupta
ORD-0245,08-04-2023,CUST-7145,Kavya Iyer,East,Kolkata,Accessories,Wireless Mouse,3,1500,25,Kavya Iyer
ORD-0246,08-04-2023,CUST-7862,Meera Chawla,East,Ranchi,Accessories,USB-C Cable,2,1400,5,Amit Kumar
ORD-0247,08-04-2023,CUST-9670,Priya Singh,North,Chandigarh,Laptops,HP Pavilion,1,52000,25,Rahul Sharma
ORD-0248,08-04-2023,CUST-8896,Nisha Ghosh,East,Patna,Accessories,Laptop Bag,2,1400,0,Sneha Reddy
ORD-0249,08-04-2023,CUST-4996,Varun Chopra,Central,Raipur,Wearables,Fitbit Versa 4,1,10200,25,Anjali Gupta
ORD-0250,08-05-2023,CUST-1655,Divya Shah,South,Hyderabad,Smartphones,Xiaomi 13,1,42800,15,Vikram Singh
ORD-0251,08-05-2023,CUST-9848,Karan Verma,South,Hyderabad,Wearables,Samsung Galaxy Watch,1,13600,5,Kavya Iyer
ORD-0252,08-05-2023,CUST-8941,Harsh Sinha,North,Delhi,Smartphones,Xiaomi 13,1,26900,20,Priya Patel
ORD-0253,08-06-2023,CUST-9848,Karan Verma,Central,Indore,Accessories,Mechanical Keyboard,3,2100,25,Anjali Gupta
ORD-0254,08-06-2023,CUST-4996,Varun Chopra,West,Surat,Laptops,Dell Inspiron,1,53000,10,Priya Patel
ORD-0255,08-06-2023,CUST-1014,Anjali Gupta,Central,Raipur,Tablets,Samsung Tab S8,1,30500,20,Rohan Mehta
ORD-0256,08-07-2023,CUST-6769,Vikram Reddy,East,Bhubaneswar,Accessories,Mechanical Keyboard,2,2200,0,Rahul Sharma
ORD-0257,08-08-2023,CUST-4921,Simran Kaur,East,Patna,Accessories,USB-C Cable,2,600,0,Sneha Reddy
ORD-0258,08-08-2023,CUST-4921,Simran Kaur,East,Bhubaneswar,Smartphones,OnePlus Nord,1,29600,0,Vikram Singh
ORD-0259,08-09-2023,CUST-7107,Yash Dhawan,West,Mumbai,Wearables,Samsung Galaxy Watch,1,27800,15,Kavya Iyer
ORD-0260,08-09-2023,CUST-6348,Shreya Pandey,East,Kolkata,Wearables,Mi Band 7,1,23400,0,Rohan Mehta
ORD-0261,08-09-2023,CUST-4813,Swati Nambiar,East,Bhubaneswar,Smartphones,OnePlus Nord,1,42000,15,Rahul Sharma
ORD-0262,08-09-2023,CUST-6316,Sameer Dutta,West,Surat,Accessories,USB-C Cable,2,1800,25,Rohan Mehta
ORD-0263,08-09-2023,CUST-8896,Nisha Ghosh,North,Chandigarh,Tablets,Amazon Fire HD,1,28800,0,Amit Kumar
ORD-0264,08-10-2023,CUST-0051,Sneha Sharma,East,Bhubaneswar,Laptops,HP Pavilion,1,37700,0,Anjali Gupta
ORD-0265,08-11-2023,CUST-2605,Tanvi Kulkarni,East,Kolkata,Smartphones,OnePlus Nord,1,46400,5,Anjali Gupta
ORD-0266,08-11-2023,CUST-7955,Riya Malhotra,South,Chennai,Smartphones,Xiaomi 13,1,21600,10,Sneha Reddy
ORD-0267,08-12-2023,CUST-9848,Karan Verma,East,Kolkata,Wearables,Samsung Galaxy Watch,1,25600,5,Amit Kumar
ORD-0268,08-12-2023,CUST-9848,Karan Verma,South,Bangalore,Laptops,HP Pavilion,1,69700,0,Kavya Iyer
ORD-0269,09-01-2023,CUST-3178,Ananya Bose,North,Lucknow,Laptops,Lenovo ThinkPad,1,48000,0,Priya Patel
ORD-0270,09-01-2023,CUST-3174,Pallavi Krishnan,West,Ahmedabad,Smartphones,Xiaomi 13,1,32200,25,Rahul Sharma
ORD-0271,09-01-2023,CUST-7644,Siddharth Tiwari,West,Ahmedabad,Tablets,Lenovo Tab P11,1,34400,0,Anjali Gupta
ORD-0272,09-01-2023,CUST-1014,Anjali Gupta,West,Mumbai,Laptops,Dell Inspiron,2,80000,0,Vikram Singh
ORD-0273,09-02-2023,CUST-7107,Yash Dhawan,East,Bhubaneswar,Tablets,Lenovo Tab P11,1,38600,10,Priya Patel
ORD-0274,09-02-2023,CUST-9848,Karan Verma,Central,Nagpur,Smartphones,iPhone 14,2,28000,0,Anjali Gupta
ORD-0275,09-02-2023,CUST-1930,Ritika Menon,Central,Raipur,Accessories,Mechanical Keyboard,2,2000,5,Kavya Iyer
ORD-0276,09-03-2023,CUST-4723,Kunal Dixit,North,Delhi,Smartphones,Realme GT,1,60000,20,Amit Kumar
ORD-0277,09-03-2023,CUST-9848,Karan Verma,East,Kolkata,Smartphones,OnePlus Nord,1,15100,5,Kavya Iyer
ORD-0278,09-03-2023,CUST-3523,Aditya Rao,North,Lucknow,Wearables,Mi Band 7,1,21800,0,Priya Patel
ORD-0279,09-03-2023,CUST-4559,Aarti Shetty,North,Jaipur,Accessories,Laptop Bag,3,2500,20,Rohan Mehta
ORD-0280,09-03-2023,CUST-3666,Manish Arora,South,Bangalore,Wearables,Samsung Galaxy Watch,1,24200,25,Sneha Reddy
ORD-0281,09-03-2023,CUST-2454,Ishita Bansal,South,Bangalore,Smartphones,OnePlus Nord,1,36400,25,Vikram Singh
ORD-0282,09-03-2023,CUST-9409,Mohit Saxena,Central,Indore,Laptops,Dell Inspiron,1,47300,10,Kavya Iyer
ORD-0283,09-04-2023,CUST-3979,Pooja Desai,East,Bhubaneswar,Wearables,Apple Watch Series 8,1,17500,0,Kavya Iyer
ORD-0284,09-04-2023,CUST-6316,Sameer Dutta,North,Delhi,Wearables,Apple Watch Series 8,1,17900,0,Sneha Reddy
ORD-0285,09-04-2023,CUST-0051,Sneha Sharma,South,Bangalore,Smartphones,Samsung Galaxy S23,1,58700,15,Anjali Gupta
ORD-0286,09-04-2023,CUST-7626,Akash Pillai,North,Delhi,Wearables,Samsung Galaxy Watch,1,30700,20,Sneha Reddy
ORD-0287,09-05-2023,CUST-7920,Sakshi Rathore,Central,Raipur,Wearables,Fitbit Versa 4,1,27600,0,Amit Kumar
ORD-0288,09-05-2023,CUST-7644,Siddharth Tiwari,East,Bhubaneswar,Laptops,Dell Inspiron,1,70700,0,Anjali Gupta
ORD-0289,09-06-2023,CUST-3666,Manish Arora,East,Bhubaneswar,Wearables,Apple Watch Series 8,1,21700,15,Amit Kumar
ORD-0290,09-06-2023,CUST-4234,Sanjay Joshi,North,Delhi,Tablets,Amazon Fire HD,2,38600,10,Priya Patel
ORD-0291,09-06-2023,CUST-3585,Rahul Kapoor,Central,Bhopal,Wearables,Mi Band 7,1,15800,0,Priya Patel
ORD-0292,09-07-2023,CUST-8941,Harsh Sinha,South,Bangalore,Smartphones,Realme GT,1,45400,10,Kavya Iyer
ORD-0293,09-07-2023,CUST-3234,Nikhil Jain,Central,Raipur,Tablets,Lenovo Tab P11,1,23200,25,Rohan Mehta
ORD-0294,09-07-2023,CUST-3234,Nikhil Jain,North,Chandigarh,Smartphones,Xiaomi 13,1,40700,10,Priya Patel
ORD-0295,09-07-2023,CUST-7862,Meera Chawla,South,Kochi,Laptops,Lenovo ThinkPad,2,48300,15,Vikram Singh
ORD-0296,09-07-2023,CUST-1655,Divya Shah,East,Patna,Wearables,Apple Watch Series 8,1,18300,0,Amit Kumar
ORD-0297,09-07-2023,CUST-7145,Kavya Iyer,Central,Bhopal,Tablets,Samsung Tab S8,1,27800,15,Vikram Singh
ORD-0298,09-08-2023,CUST-6348,Shreya Pandey,East,Kolkata,Laptops,ASUS VivoBook,1,69200,10,Anjali Gupta
ORD-0299,09-09-2023,CUST-1655,Divya Shah,South,Kochi,Smartphones,Xiaomi 13,1,34700,0,Rohan Mehta
ORD-0300,09-09-2023,CUST-0051,Sneha Sharma,South,Kochi,Laptops,HP Pavilion,2,58600,0,Sneha Reddy
ORD-0301,09-10-2023,CUST-3523,Aditya Rao,East,Patna,Accessories,USB-C Cable,2,3000,5,Sneha Reddy
ORD-0302,09-10-2023,CUST-7344,Rohan Mehta,West,Mumbai,Tablets,iPad Air,1,38700,5,Sneha Reddy
ORD-0303,09-11-2023,CUST-2454,Ishita Bansal,West,Pune,Smartphones,OnePlus Nord,1,46000,20,Sneha Reddy
ORD-0304,09-11-2023,CUST-6316,Sameer Dutta,South,Bangalore,Laptops,Dell Inspiron,2,45500,15,Sneha Reddy
ORD-0305,09-11-2023,CUST-4813,Swati Nambiar,West,Mumbai,Tablets,Lenovo Tab P11,1,39500,15,Amit Kumar
ORD-0306,09-11-2023,CUST-0908,Gaurav Bhatt,West,Ahmedabad,Wearables,Apple Watch Series 8,1,23700,0,Kavya Iyer
ORD-0307,09-11-2023,CUST-3585,Rahul Kapoor,West,Pune,Accessories,Webcam,1,1400,0,Kavya Iyer
ORD-0308,09-11-2023,CUST-4723,Kunal Dixit,South,Kochi,Tablets,Samsung Tab S8,1,35900,0,Kavya Iyer
ORD-0309,10-01-2023,CUST-9646,Amit Patel,West,Surat,Laptops,HP Pavilion,1,49000,0,Rahul Sharma
ORD-0310,10-01-2023,CUST-0208,Arjun Nair,North,Jaipur,Smartphones,OnePlus Nord,1,15000,5,Priya Patel
ORD-0311,10-02-2023,CUST-7920,Sakshi Rathore,Central,Bhopal,Accessories,Laptop Bag,2,900,25,Vikram Singh
ORD-0312,10-02-2023,CUST-4234,Sanjay Joshi,Central,Nagpur,Wearables,Samsung Galaxy Watch,1,10500,25,Priya Patel
ORD-0313,10-04-2023,CUST-3178,Ananya Bose,West,Ahmedabad,Wearables,Apple Watch Series 8,1,29800,10,Amit Kumar
ORD-0314,10-04-2023,CUST-5788,Neha Agarwal,East,Ranchi,Smartphones,Samsung Galaxy S23,1,41400,0,Priya Patel
ORD-0315,10-06-2023,CUST-3523,Aditya Rao,West,Mumbai,Accessories,Webcam,3,1900,5,Rahul Sharma
ORD-0316,10-06-2023,CUST-1014,Anjali Gupta,Central,Nagpur,Laptops,ASUS VivoBook,1,55100,10,Rohan Mehta
ORD-0317,10-06-2023,CUST-8896,Nisha Ghosh,North,Jaipur,Accessories,USB-C Cable,3,800,10,Vikram Singh
ORD-0318,10-06-2023,CUST-3234,Nikhil Jain,South,Kochi,Wearables,Samsung Galaxy Watch,1,16400,20,Vikram Singh
ORD-0319,10-06-2023,CUST-7626,Akash Pillai,West,Pune,Accessories,Mechanical Keyboard,2,1200,10,Kavya Iyer
ORD-0320,10-06-2023,CUST-7862,Meera Chawla,West,Mumbai,Wearables,Apple Watch Series 8,1,20800,15,Rahul Sharma
ORD-0321,10-06-2023,CUST-0908,Gaurav Bhatt,West,Ahmedabad,Tablets,Lenovo Tab P11,1,35200,0,Priya Patel
ORD-0322,10-07-2023,CUST-8896,Nisha Ghosh,South,Bangalore,Accessories,USB-C Cable,2,900,5,Priya Patel
ORD-0323,10-07-2023,CUST-5788,Neha Agarwal,West,Ahmedabad,Smartphones,Realme GT,1,60000,5,Priya Patel
ORD-0324,10-07-2023,CUST-0051,Sneha Sharma,East,Patna,Accessories,Wireless Mouse,2,2200,15,Priya Patel
ORD-0325,10-07-2023,CUST-0051,Sneha Sharma,West,Mumbai,Tablets,iPad Air,1,34300,0,Vikram Singh
ORD-0326,10-08-2023,CUST-4921,Simran Kaur,South,Kochi,Laptops,Acer Aspire,1,54400,5,Priya Patel
ORD-0327,10-08-2023,CUST-7344,Rohan Mehta,Central,Nagpur,Tablets,Lenovo Tab P11,1,20000,5,Vikram Singh
ORD-0328,10-10-2023,CUST-0208,Arjun Nair,North,Jaipur,Wearables,Apple Watch Series 8,1,15300,5,Sneha Reddy
ORD-0329,10-10-2023,CUST-8896,Nisha Ghosh,North,Delhi,Wearables,Apple Watch Series 8,1,20100,20,Rohan Mehta
ORD-0330,10-10-2023,CUST-3585,Rahul Kapoor,South,Hyderabad,Wearables,Mi Band 7,1,20600,15,Rohan Mehta
ORD-0331,10-10-2023,CUST-0051,Sneha Sharma,Central,Indore,Smartphones,Xiaomi 13,1,39900,20,Priya Patel
ORD-0332,10-11-2023,CUST-4559,Aarti Shetty,North,Lucknow,Tablets,Amazon Fire HD,1,32800,0,Sneha Reddy
ORD-0333,10-11-2023,CUST-6316,Sameer Dutta,North,Delhi,Wearables,Apple Watch Series 8,1,25000,15,Vikram Singh
ORD-0334,10-12-2023,CUST-7344,Rohan Mehta,Central,Raipur,Wearables,Fitbit Versa 4,2,10300,10,Kavya Iyer
ORD-0335,10-12-2023,CUST-4921,Simran Kaur,East,Ranchi,Wearables,Mi Band 7,1,18000,0,Sneha Reddy
ORD-0336,11-01-2023,CUST-3178,Ananya Bose,West,Pune,Smartphones,OnePlus Nord,1,27600,25,Rahul Sharma
ORD-0337,11-01-2023,CUST-9848,Karan Verma,East,Patna,Laptops,Dell Inspiron,1,69200,10,Rohan Mehta
ORD-0338,11-01-2023,CUST-3666,Manish Arora,Central,Nagpur,Laptops,ASUS VivoBook,1,45900,10,Rohan Mehta
ORD-0339,11-02-2023,CUST-0208,Arjun Nair,Central,Indore,Tablets,Lenovo Tab P11,2,28900,10,Priya Patel
ORD-0340,11-02-2023,CUST-9646,Amit Patel,West,Ahmedabad,Smartphones,iPhone 14,1,30000,20,Rohan Mehta
ORD-0341,11-02-2023,CUST-2255,Rajesh Kumar,West,Surat,Accessories,USB-C Cable,2,1300,25,Anjali Gupta
ORD-0342,11-03-2023,CUST-2255,Rajesh Kumar,West,Ahmedabad,Smartphones,OnePlus Nord,1,25800,10,Amit Kumar
ORD-0343,11-05-2023,CUST-6348,Shreya Pandey,West,Mumbai,Accessories,USB-C Cable,2,1000,5,Anjali Gupta
ORD-0344,11-05-2023,CUST-3979,Pooja Desai,Central,Indore,Smartphones,Samsung Galaxy S23,1,49300,10,Kavya Iyer
ORD-0345,11-05-2023,CUST-7145,Kavya Iyer,North,Lucknow,Tablets,Lenovo Tab P11,1,38100,0,Anjali Gupta
ORD-0346,11-06-2023,CUST-9409,Mohit Saxena,South,Bangalore,Accessories,USB-C Cable,2,900,0,Rahul Sharma
ORD-0347,11-07-2023,CUST-7107,Yash Dhawan,West,Surat,Accessories,Laptop Bag,2,2800,0,Amit Kumar
ORD-0348,11-07-2023,CUST-0051,Sneha Sharma,Central,Bhopal,Tablets,Samsung Tab S8,1,28700,25,Amit Kumar
ORD-0349,11-07-2023,CUST-9670,Priya Singh,North,Jaipur,Laptops,ASUS VivoBook,1,59600,20,Kavya Iyer
ORD-0350,11-08-2023,CUST-7344,Rohan Mehta,East,Patna,Wearables,Mi Band 7,1,18700,0,Rahul Sharma
ORD-0351,11-08-2023,CUST-3979,Pooja Desai,East,Kolkata,Wearables,Apple Watch Series 8,1,19800,5,Kavya Iyer
ORD-0352,11-08-2023,CUST-2255,Rajesh Kumar,Central,Bhopal,Laptops,ASUS VivoBook,1,63300,0,Amit Kumar
ORD-0353,11-08-2023,CUST-7626,Akash Pillai,East,Kolkata,Wearables,Apple Watch Series 8,1,33600,25,Rohan Mehta
ORD-0354,11-09-2023,CUST-1930,Ritika Menon,North,Chandigarh,Tablets,Amazon Fire HD,1,32400,15,Priya Patel
ORD-0355,11-09-2023,CUST-7644,Siddharth Tiwari,North,Jaipur,Wearables,Samsung Galaxy Watch,1,21800,0,Priya Patel
ORD-0356,11-09-2023,CUST-2605,Tanvi Kulkarni,South,Bangalore,Accessories,USB-C Cable,2,3000,5,Vikram Singh
ORD-0357,11-09-2023,CUST-3666,Manish Arora,East,Patna,Tablets,Lenovo Tab P11,1,35200,20,Amit Kumar
ORD-0358,11-10-2023,CUST-3666,Manish Arora,East,Bhubaneswar,Accessories,Wireless Mouse,2,1700,0,Vikram Singh
ORD-0359,11-11-2023,CUST-4559,Aarti Shetty,Central,Indore,Tablets,Amazon Fire HD,1,40100,10,Kavya Iyer
ORD-0360,11-11-2023,CUST-9848,Karan Verma,South,Bangalore,Tablets,Samsung Tab S8,1,39100,0,Priya Patel
ORD-0361,11-11-2023,CUST-3666,Manish Arora,South,Chennai,Accessories,Mechanical Keyboard,2,2400,0,Amit Kumar
ORD-0362,11-12-2023,CUST-7644,Siddharth Tiwari,East,Kolkata,Smartphones,Xiaomi 13,1,44800,20,Vikram Singh
ORD-0363,11-12-2023,CUST-9409,Mohit Saxena,East,Kolkata,Wearables,Fitbit Versa 4,1,30300,15,Anjali Gupta
ORD-0364,11-12-2023,CUST-4921,Simran Kaur,East,Kolkata,Smartphones,OnePlus Nord,1,57200,0,Vikram Singh
ORD-0365,11-12-2023,CUST-4813,Swati Nambiar,Central,Raipur,Accessories,Wireless Mouse,2,2300,10,Vikram Singh
ORD-0366,11-12-2023,CUST-9646,Amit Patel,North,Delhi,Wearables,Apple Watch Series 8,1,24700,25,Priya Patel
ORD-0367,12-01-2023,CUST-9409,Mohit Saxena,South,Hyderabad,Accessories,Webcam,2,1900,10,Kavya Iyer
ORD-0368,12-01-2023,CUST-8941,Harsh Sinha,Central,Indore,Laptops,Lenovo ThinkPad,1,44500,0,Vikram Singh
ORD-0369,12-02-2023,CUST-9409,Mohit Saxena,East,Bhubaneswar,Accessories,Mechanical Keyboard,1,1700,10,Anjali Gupta
ORD-0370,12-02-2023,CUST-8896,Nisha Ghosh,South,Hyderabad,Accessories,Webcam,2,2500,0,Priya Patel
ORD-0371,12-02-2023,CUST-7862,Meera Chawla,East,Ranchi,Laptops,ASUS VivoBook,1,39700,5,Vikram Singh
ORD-0372,12-02-2023,CUST-7107,Yash Dhawan,West,Mumbai,Accessories,Webcam,2,2200,0,Vikram Singh
ORD-0373,12-03-2023,CUST-3979,Pooja Desai,North,Jaipur,Accessories,Mechanical Keyboard,2,2300,0,Rohan Mehta
ORD-0374,12-03-2023,CUST-2255,Rajesh Kumar,South,Chennai,Smartphones,Samsung Galaxy S23,1,28100,10,Vikram Singh
ORD-0375,12-03-2023,CUST-6769,Vikram Reddy,South,Chennai,Accessories,Mechanical Keyboard,2,2700,5,Rohan Mehta
ORD-0376,12-05-2023,CUST-7145,Kavya Iyer,South,Bangalore,Laptops,Acer Aspire,1,54300,20,Rahul Sharma
ORD-0377,12-07-2023,CUST-1655,Divya Shah,South,Hyderabad,Accessories,USB-C Cable,1,1700,0,Rohan Mehta
ORD-0378,12-07-2023,CUST-3178,Ananya Bose,Central,Nagpur,Tablets,Amazon Fire HD,1,33300,15,Rahul Sharma
ORD-0379,12-08-2023,CUST-1655,Divya Shah,Central,Indore,Laptops,Lenovo ThinkPad,2,65500,15,Kavya Iyer
ORD-0380,12-08-2023,CUST-8896,Nisha Ghosh,North,Chandigarh,Laptops,Lenovo ThinkPad,1,41700,25,Rohan Mehta
ORD-0381,12-09-2023,CUST-4559,Aarti Shetty,North,Delhi,Accessories,Laptop Bag,2,1100,0,Rahul Sharma
ORD-0382,12-09-2023,CUST-9848,Karan Verma,West,Ahmedabad,Laptops,ASUS VivoBook,1,59800,25,Anjali Gupta
ORD-0383,12-09-2023,CUST-2454,Ishita Bansal,North,Jaipur,Tablets,Lenovo Tab P11,1,41900,0,Rohan Mehta
ORD-0384,12-09-2023,CUST-3979,Pooja Desai,West,Mumbai,Wearables,Mi Band 7,1,33100,5,Kavya Iyer
ORD-0385,12-09-2023,CUST-2605,Tanvi Kulkarni,North,Jaipur,Wearables,Apple Watch Series 8,1,32600,10,Rohan Mehta
ORD-0386,12-09-2023,CUST-4723,Kunal Dixit,South,Chennai,Wearables,Apple Watch Series 8,1,27800,5,Amit Kumar
ORD-0387,12-09-2023,CUST-3178,Ananya Bose,Central,Nagpur,Tablets,Amazon Fire HD,2,33100,5,Vikram Singh
ORD-0388,12-09-2023,CUST-4996,Varun Chopra,South,Chennai,Laptops,Dell Inspiron,2,56200,10,Sneha Reddy
ORD-0389,12-10-2023,CUST-6769,Vikram Reddy,North,Chandigarh,Smartphones,OnePlus Nord,1,35800,10,Priya Patel
ORD-0390,12-10-2023,CUST-0908,Gaurav Bhatt,West,Surat,Smartphones,iPhone 14,1,55800,0,Rahul Sharma
ORD-0391,12-10-2023,CUST-9409,Mohit Saxena,West,Mumbai,Tablets,Amazon Fire HD,1,28600,20,Rohan Mehta
ORD-0392,12-11-2023,CUST-4234,Sanjay Joshi,West,Pune,Accessories,Wireless Mouse,2,1400,5,Anjali Gupta
ORD-0393,12-11-2023,CUST-7644,Siddharth Tiwari,West,Ahmedabad,Laptops,Lenovo ThinkPad,1,64100,5,Kavya Iyer
ORD-0394,12-12-2023,CUST-7344,Rohan Mehta,Central,Nagpur,Accessories,Wireless Mouse,2,2500,20,Rahul Sharma
ORD-0395,13-01-2023,CUST-7955,Riya Malhotra,South,Kochi,Tablets,Lenovo Tab P11,1,31800,0,Anjali Gupta
ORD-0396,13-01-2023,CUST-9646,Amit Patel,Central,Nagpur,Wearables,Mi Band 7,1,24000,15,Vikram Singh
ORD-0397,13-01-2023,CUST-7145,Kavya Iyer,West,Mumbai,Tablets,Amazon Fire HD,1,32200,0,Amit Kumar
ORD-0398,13-02-2023,CUST-0908,Gaurav Bhatt,South,Kochi,Accessories,Webcam,2,2000,5,Kavya Iyer
ORD-0399,13-02-2023,CUST-4559,Aarti Shetty,Central,Raipur,Wearables,Fitbit Versa 4,1,14400,10,Rohan Mehta
ORD-0400,13-03-2023,CUST-7107,Yash Dhawan,Central,Bhopal,Smartphones,iPhone 14,1,31500,15,Vikram Singh
ORD-0401,13-03-2023,CUST-3174,Pallavi Krishnan,South,Bangalore,Wearables,Apple Watch Series 8,1,17500,20,Vikram Singh
ORD-0402,13-04-2023,CUST-3523,Aditya Rao,South,Hyderabad,Wearables,Samsung Galaxy Watch,1,13500,0,Kavya Iyer
ORD-0403,13-04-2023,CUST-7145,Kavya Iyer,South,Hyderabad,Tablets,Lenovo Tab P11,1,35000,15,Vikram Singh
ORD-0404,13-04-2023,CUST-9848,Karan Verma,East,Patna,Wearables,Apple Watch Series 8,1,24800,0,Sneha Reddy
ORD-0405,13-05-2023,CUST-7955,Riya Malhotra,South,Hyderabad,Wearables,Mi Band 7,1,22900,5,Kavya Iyer
ORD-0406,13-05-2023,CUST-3666,Manish Arora,West,Surat,Accessories,Wireless Mouse,2,2400,25,Sneha Reddy
ORD-0407,13-05-2023,CUST-2255,Rajesh Kumar,East,Patna,Wearables,Samsung Galaxy Watch,1,17400,20,Sneha Reddy
ORD-0408,13-05-2023,CUST-4723,Kunal Dixit,North,Chandigarh,Smartphones,iPhone 14,1,29700,10,Anjali Gupta
ORD-0409,13-06-2023,CUST-7955,Riya Malhotra,West,Pune,Tablets,Samsung Tab S8,2,33700,0,Anjali Gupta
